id,loaded_distance,appt_date,appt_time,client_id,driver_id,origin_lat,origin_lng,destination_lat,destination_lng,program_name
509968,131 mi,2021-10-18,16:00,1159,55,43.04,-76.14,44.6,-75.17,STLMCD
509969,35.6 mi,2021-10-18,11:15,1307,54,44.66,-74.98,44.34,-75.47,STLMCD
509970,24.7 mi,2021-10-18,12:00,8576,121,44.59,-75.18,44.33,-75.47,STLMCD
509971,0.7 mi,2021-10-18,17:15,14956,186,44.93,-74.88,44.93,-74.88,""
509972,0.7 mi,2021-10-18,17:15,14898,186,44.93,-74.88,44.93,-74.88,""
509973,0.4 mi,2021-10-18,17:00,2886,121,44.33,-75.47,44.33,-75.46,""
509974,50.6 mi,2021-10-18,10:45,14561,186,44.6,-75.17,44.99,-74.5,""
509975,51.5 mi,2021-10-18,10:15,9237,537,43.98,-75.92,44.45,-75.24,STLMCD
509976,60.6 mi,2021-10-18,14:30,9360,52,43.95,-75.91,44.69,-75.5,SOTP
509977,20.8 mi,2021-10-18,11:15,13905,191,44.94,-74.91,44.69,-74.98,STLAW
509978,50.7 mi,2021-10-18,16:00,12540,149,44.75,-74.99,44.16,-75.04,""
509979,160 mi,2021-10-18,11:30,2177,385,43.09,-76.06,44.94,-74.9,STLMCD
509980,2.1 mi,2021-10-18,17:30,14095,475,44.6,-75.15,44.59,-75.17,""
509981,28.3 mi,2021-10-18,09:00,4016,203,44.71,-75.46,44.8,-75.0,STLMCD
509982,35.5 mi,2021-10-18,14:45,4713,37,44.7,-75.49,44.92,-74.89,STLMCD
509983,15.2 mi,2021-10-18,18:30,13007,820,44.93,-74.88,44.75,-74.99,""
509984,10.6 mi,2021-10-18,11:30,9556,91,44.68,-74.98,44.6,-75.15,STLMCD
509985,36.1 mi,2021-10-18,15:00,15582,203,43.98,-75.92,44.33,-75.46,""
509986,58.3 mi,2021-10-18,10:00,13824,187,43.98,-75.92,44.7,-75.49,STLMCD
509987,26.0 mi,2021-10-18,14:00,332,923,44.6,-75.15,44.33,-75.48,STLMCD
509988,35.1 mi,2021-10-18,15:00,12071,584,44.69,-75.5,44.49,-74.92,STLAW
509989,84.0 mi,2021-10-18,13:30,273,243,44.71,-73.51,44.68,-74.97,STLMCD
509990,13.0 mi,2021-10-18,16:30,4340,470,44.97,-74.65,44.94,-74.89,STLMCD
509991,70.1 mi,2021-10-18,15:00,15858,224,44.27,-73.98,44.69,-74.98,SOTP
509992,1.1 mi,2021-10-18,15:15,9710,149,44.93,-74.89,44.94,-74.88,""
509993,29.9 mi,2021-10-18,11:45,13651,584,44.6,-75.17,44.94,-74.89,""
509994,142 mi,2021-10-18,14:15,12241,613,43.04,-76.14,44.66,-74.98,STLAW
509995,6.8 mi,2021-10-18,10:30,15663,554,44.69,-75.49,44.61,-75.41,STLAW
509996,1.6 mi,2021-10-18,14:30,14466,18,43.97,-75.91,43.97,-75.94,MCD
509997,37.2 mi,2021-10-18,10:30,15863,236,44.69,-75.5,44.93,-74.89,STLMCD
509998,2.5 mi,2021-10-18,09:00,6151,976,44.86,-75.2,44.85,-75.24,SOTP
509999,53.9 mi,2021-10-18,18:00,566,154,44.33,-75.47,44.94,-74.88,""
510000,29.4 mi,2021-10-18,17:00,15860,187,44.67,-74.99,44.7,-75.49,STLMCD
510001,30.9 mi,2021-10-18,11:00,15458,90,44.69,-75.5,44.74,-75.01,STLAW
510002,36.6 mi,2021-10-18,09:30,270,129,44.85,-74.31,44.95,-74.89,STLMCD
510003,20.9 mi,2021-10-18,18:30,5534,584,44.6,-75.15,44.83,-74.98,""
510004,23.8 mi,2021-10-18,16:30,10833,31,43.95,-75.91,44.24,-76.08,MCD
510005,387 mi,2021-10-16,11:15,15314,564,40.71,-74.01,44.95,-74.84,""
510006,317 mi,2021-10-16,10:00,15581,976,40.71,-74.01,43.98,-75.92,""
510007,317 mi,2021-10-16,10:00,15582,976,40.71,-74.01,43.98,-75.92,""
510008,352 mi,2021-10-16,16:00,12195,191,40.71,-74.01,44.59,-75.18,""
510009,365 mi,2021-10-16,14:00,14232,75,40.71,-74.01,44.93,-74.89,""
510010,209 mi,2021-10-16,10:00,11891,191,40.71,-74.01,42.36,-71.16,""
510011,375 mi,2021-10-16,14:00,12047,191,40.71,-74.01,44.7,-75.48,""
510012,303 mi,2021-10-16,10:00,12068,23,40.71,-74.01,43.81,-76.02,""
510013,348 mi,2021-10-16,15:00,11932,52,40.71,-74.01,44.67,-74.99,FMLM
510014,365 mi,2021-10-16,14:00,14231,75,40.71,-74.01,44.93,-74.89,""
510015,365 mi,2021-10-16,14:00,14279,75,40.71,-74.01,44.93,-74.89,""
510016,146 mi,2021-10-16,08:00,3763,590,40.71,-74.01,42.33,-73.29,""
510017,146 mi,2021-10-16,08:00,14681,590,40.71,-74.01,42.33,-73.29,""
510018,146 mi,2021-10-16,08:00,14682,590,40.71,-74.01,42.33,-73.29,""
510019,146 mi,2021-10-16,08:00,14683,590,40.71,-74.01,42.33,-73.29,""
510020,365 mi,2021-10-16,13:00,13616,157,40.71,-74.01,44.93,-74.88,""
510021,365 mi,2021-10-16,13:00,13614,157,40.71,-74.01,44.93,-74.88,""
510022,365 mi,2021-10-16,13:00,13615,157,40.71,-74.01,44.93,-74.88,""
510023,351 mi,2021-10-16,07:00,2829,52,40.71,-74.01,44.6,-75.15,FMLM
510024,351 mi,2021-10-16,07:30,578,976,40.71,-74.01,44.59,-75.16,FMLM
510025,357 mi,2021-10-16,17:30,13614,157,40.71,-74.01,44.93,-74.29,""
510026,248 mi,2021-10-16,10:00,93,77,40.71,-74.01,43.08,-75.32,TLS
510027,280 mi,2021-10-16,14:00,93,77,40.71,-74.01,43.62,-75.36,TLS
510028,364 mi,2021-10-16,08:30,4526,236,40.71,-74.01,44.93,-74.89,FMLM
510029,319 mi,2021-10-16,08:00,13482,580,40.71,-74.01,43.98,-75.92,MCD
510030,319 mi,2021-10-16,08:00,13481,580,40.71,-74.01,43.98,-75.92,MCD
510031,315 mi,2021-10-16,05:45,107,362,40.71,-74.01,43.95,-75.91,MCD
510032,337 mi,2021-10-16,08:00,1089,293,40.71,-74.01,43.12,-77.63,GMCD
510033,319 mi,2021-10-16,08:15,9337,31,40.71,-74.01,43.98,-75.92,MCD
510034,319 mi,2021-10-16,12:00,4650,31,40.71,-74.01,43.98,-75.92,MCD
510035,319 mi,2021-10-16,09:15,14621,14,40.71,-74.01,43.98,-75.92,MCD
510036,374 mi,2021-10-16,06:15,298,157,40.71,-74.01,44.69,-75.5,STLMCD
510037,374 mi,2021-10-16,06:15,9564,157,40.71,-74.01,44.69,-75.5,STLMCD
510038,315 mi,2021-10-16,06:30,115,66,40.71,-74.01,43.95,-75.91,MCD
510039,319 mi,2021-10-16,08:00,4998,65,40.71,-74.01,43.98,-75.92,LMCD
510040,319 mi,2021-10-16,07:00,1832,71,40.71,-74.01,43.98,-75.92,MCD
510041,315 mi,2021-10-16,06:45,9186,776,40.71,-74.01,43.95,-75.91,MCD
510042,319 mi,2021-10-16,11:00,5961,815,40.71,-74.01,43.98,-75.92,MCD
510043,319 mi,2021-10-16,10:30,15136,580,40.71,-74.01,43.98,-75.92,MCD
510044,250 mi,2021-10-16,07:15,9448,350,40.71,-74.01,43.09,-76.19,MCD70
510045,319 mi,2021-10-16,08:15,7878,31,40.71,-74.01,43.98,-75.92,MCD
510046,319 mi,2021-10-16,10:15,753,49,40.71,-74.01,43.98,-75.92,STLMCD
510047,257 mi,2021-10-16,06:00,88,379,40.71,-74.01,43.21,-75.46,LMCD
510048,368 mi,2021-10-16,07:15,10494,768,40.71,-74.01,42.8,-78.8,EMCD
510049,319 mi,2021-10-16,06:30,7988,876,40.71,-74.01,43.98,-75.92,LMCD
510050,319 mi,2021-10-16,06:45,94,7,40.71,-74.01,43.98,-75.92,LMCD
510051,319 mi,2021-10-16,09:45,13390,938,40.71,-74.01,43.98,-75.92,MCD
510052,319 mi,2021-10-16,10:45,14916,938,40.71,-74.01,43.98,-75.92,MCD
510053,319 mi,2021-10-16,06:30,129,119,40.71,-74.01,43.98,-75.92,MCD
510054,319 mi,2021-10-16,08:45,7766,938,40.71,-74.01,43.98,-75.92,MCD
510055,250 mi,2021-10-16,08:15,101,53,40.71,-74.01,43.09,-76.19,MCD
510056,319 mi,2021-10-16,09:30,13824,187,40.71,-74.01,43.98,-75.92,STLMCD
510057,319 mi,2021-10-16,08:00,3126,487,40.71,-74.01,43.98,-75.92,MCD
510058,251 mi,2021-10-16,07:30,801,295,40.71,-74.01,43.06,-76.1,FMCD
510059,374 mi,2021-10-16,06:30,15144,154,40.71,-74.01,44.69,-75.5,STLMCD
510060,319 mi,2021-10-16,08:45,100,71,40.71,-74.01,43.98,-75.92,MCD
510061,319 mi,2021-10-16,07:45,4165,65,40.71,-74.01,43.98,-75.92,LMCD
510062,319 mi,2021-10-16,10:30,6278,870,40.71,-74.01,43.98,-75.92,MCD
510063,351 mi,2021-10-16,08:30,317,470,40.71,-74.01,44.61,-75.13,STLMCD
510064,319 mi,2021-10-16,08:15,170,127,40.71,-74.01,43.98,-75.92,MCD
510065,349 mi,2021-10-16,08:30,1076,186,40.71,-74.01,44.68,-74.99,STLMCD
510066,315 mi,2021-10-16,12:00,4842,31,40.71,-74.01,43.95,-75.91,LMCD
510067,357 mi,2021-10-16,17:30,13616,157,40.71,-74.01,44.93,-74.29,""
510068,316 mi,2021-10-16,11:30,14990,32,40.71,-74.01,43.98,-75.93,CHJC
510069,287 mi,2021-10-16,06:30,7686,14,40.71,-74.01,43.45,-76.51,MCD
510070,319 mi,2021-10-16,10:15,146,23,40.71,-74.01,43.98,-75.92,MCD
510071,365 mi,2021-10-16,13:00,13538,976,40.71,-74.01,44.93,-74.88,""
510072,312 mi,2021-10-17,19:00,13234,127,40.71,-74.01,43.85,-76.19,HGS
510073,312 mi,2021-10-17,19:00,9646,127,40.71,-74.01,43.85,-76.19,HGS
510074,375 mi,2021-10-17,12:00,14420,157,40.71,-74.01,44.7,-75.48,""
510075,377 mi,2021-10-17,13:00,5470,976,40.71,-74.01,44.63,-75.31,""
510076,363 mi,2021-10-17,12:00,12452,192,40.71,-74.01,44.92,-74.89,""
510077,317 mi,2021-10-17,10:00,15581,613,40.71,-74.01,43.98,-75.92,""
510078,317 mi,2021-10-17,10:00,15582,613,40.71,-74.01,43.98,-75.92,""
510079,384 mi,2021-10-17,16:30,5251,157,40.71,-74.01,44.79,-75.35,""
510080,365 mi,2021-10-17,14:00,14232,75,40.71,-74.01,44.93,-74.89,""
510081,365 mi,2021-10-17,13:00,12088,191,40.71,-74.01,44.92,-74.91,""
510082,365 mi,2021-10-17,13:00,12087,191,40.71,-74.01,44.92,-74.91,""
510083,365 mi,2021-10-17,13:00,12933,191,40.71,-74.01,44.92,-74.91,""
510084,365 mi,2021-10-17,13:00,14721,191,40.71,-74.01,44.92,-74.91,""
510085,315 mi,2021-10-17,17:00,12920,127,40.71,-74.01,43.96,-75.92,SRVC
510086,365 mi,2021-10-17,14:00,14231,75,40.71,-74.01,44.93,-74.89,""
510087,365 mi,2021-10-17,14:00,14279,75,40.71,-74.01,44.93,-74.89,""
510088,146 mi,2021-10-17,11:00,3763,590,40.71,-74.01,42.33,-73.29,""
510089,146 mi,2021-10-17,11:00,14681,590,40.71,-74.01,42.33,-73.29,""
510090,146 mi,2021-10-17,11:00,14683,590,40.71,-74.01,42.33,-73.29,""
510091,146 mi,2021-10-17,11:00,14682,590,40.71,-74.01,42.33,-73.29,""
510092,351 mi,2021-10-17,07:30,578,976,40.71,-74.01,44.59,-75.16,FMLM
510093,351 mi,2021-10-17,18:00,11891,191,40.71,-74.01,44.68,-74.83,""
510094,343 mi,2021-10-17,17:00,12540,192,40.71,-74.01,44.16,-75.04,""
510095,351 mi,2021-10-17,15:30,14042,236,40.71,-74.01,44.6,-75.15,""
510096,368 mi,2021-10-17,10:00,13567,768,40.71,-74.01,42.8,-78.8,EMCD
510097,368 mi,2021-10-17,07:15,10494,768,40.71,-74.01,42.8,-78.8,EMCD
510098,251 mi,2021-10-17,07:30,801,295,40.71,-74.01,43.06,-76.1,FMCD
510099,232 mi,2021-10-17,15:00,14549,55,40.71,-74.01,42.08,-76.81,""
510100,249 mi,2021-10-17,07:30,6235,66,40.71,-74.01,43.04,-76.17,MCD
510101,249 mi,2021-10-17,11:00,2417,52,40.71,-74.01,43.04,-76.1,""
510102,249 mi,2021-10-17,19:00,9739,14,40.71,-74.01,43.04,-76.17,MCD
510103,5.9 mi,2021-10-17,21:10,11932,52,44.67,-74.99,44.74,-75.0,FMLM
510104,87.9 mi,2021-10-17,18:00,7283,489,43.01,-76.16,43.96,-75.62,SRVC
510105,68.8 mi,2021-10-17,18:00,12562,489,43.01,-76.16,43.85,-76.18,SRVC
510106,68.8 mi,2021-10-17,18:00,12563,489,43.01,-76.16,43.85,-76.18,SRVC
510107,87.9 mi,2021-10-17,18:00,6508,489,43.01,-76.16,43.96,-75.62,SRVC
510108,64.3 mi,2021-10-18,11:20,15865,828,43.01,-71.88,43.53,-71.47,CTS
510109,62.2 mi,2021-10-18,14:30,15865,828,43.53,-71.47,43.01,-71.88,CTS
510110,20.4 mi,2021-10-19,07:30,12046,494,43.02,-71.76,42.98,-71.45,ONE
510111,20.0 mi,2021-10-19,08:00,14145,828,42.96,-72.47,42.85,-72.35,CTS
510112,20.7 mi,2021-10-19,06:15,4251,215,43.44,-71.66,43.2,-71.56,ONE
510113,21.3 mi,2021-10-19,10:15,15547,495,43.54,-71.99,43.64,-72.26,ONE
510114,21.2 mi,2021-10-19,12:00,15547,495,43.64,-72.26,43.54,-71.99,ONE
510115,21.5 mi,2021-10-19,08:45,12046,494,42.98,-71.45,43.02,-71.76,ONE
510116,21.3 mi,2021-10-19,11:45,4251,215,43.2,-71.56,43.44,-71.66,ONE
510117,2.0 mi,2021-10-19,10:00,15423,107,43.44,-71.59,43.45,-71.63,ONE
510118,2.0 mi,2021-10-19,10:30,15423,107,43.45,-71.63,43.44,-71.59,ONE
510119,23.0 mi,2021-10-19,15:00,3245,828,43.11,-71.9,43.2,-71.56,ONE
510120,22.7 mi,2021-10-19,17:15,3245,828,43.2,-71.56,43.11,-71.9,ONE
510121,20.0 mi,2021-10-19,08:30,14145,828,42.85,-72.35,42.96,-72.47,CTS
510122,12.3 mi,2021-10-19,17:20,15489,215,43.53,-71.47,43.44,-71.64,CTS
510123,12.3 mi,2021-10-19,19:30,15489,215,43.44,-71.64,43.53,-71.47,CTS
510124,7.8 mi,2021-10-19,08:00,15808,107,43.45,-71.58,43.52,-71.48,CTS
510125,7.8 mi,2021-10-19,14:00,15808,107,43.52,-71.48,43.45,-71.58,CTS
510126,79.9 mi,2021-10-19,09:30,15833,303,43.31,-71.33,43.65,-72.34,CTS
510127,81.2 mi,2021-10-19,12:30,15833,303,43.65,-72.34,43.31,-71.33,CTS
510128,109 mi,2021-10-19,12:30,15866,622,44.6,-71.2,43.53,-71.44,ONE
510129,73.6 mi,2021-10-19,15:15,15866,622,43.53,-71.44,44.32,-71.83,ONE
510130,53.3 mi,2021-10-19,16:15,15866,622,44.32,-71.83,44.6,-71.2,ONE
510131,7.8 mi,2021-10-19,14:30,9992,868,37.72,-120.95,37.65,-120.99,VOGO
510132,8.4 mi,2021-10-19,16:00,9992,868,37.65,-120.99,37.72,-120.95,VOGO
510133,1.9 mi,2021-10-19,11:45,9651,868,37.74,-120.94,37.73,-120.96,VOGO
510134,1.9 mi,2021-10-19,17:00,9651,611,37.73,-120.96,37.74,-120.94,VOGO
510135,12.8 mi,2021-10-18,17:00,14143,976,44.55,-74.96,44.59,-75.18,""
510136,1.9 mi,2021-10-18,15:15,14956,190,44.95,-74.91,44.93,-74.88,""
510137,0.7 mi,2021-10-18,15:15,14898,190,44.93,-74.88,44.93,-74.88,""
510138,12.8 mi,2021-10-18,17:00,13920,976,44.55,-74.96,44.59,-75.18,""
510139,7.5 mi,2021-10-18,17:00,14676,91,44.5,-75.27,44.59,-75.18,""
510140,0.8 mi,2021-10-18,15:15,9793,149,44.93,-74.88,44.94,-74.88,""
510141,0.8 mi,2021-10-18,13:15,9710,804,44.94,-74.88,44.93,-74.88,""
510142,29.3 mi,2021-10-18,15:00,12874,790,43.32,-76.42,43.04,-76.1,""
510143,1.5 mi,2021-10-18,14:50,12854,157,44.69,-75.5,44.7,-75.49,""
510144,0.9 mi,2021-10-18,20:00,15249,584,44.69,-74.98,44.68,-74.98,STLAW
510145,13.5 mi,2021-10-18,08:00,5274,362,44.0,-75.71,43.95,-75.91,STP
510146,26.1 mi,2021-10-18,13:20,836,826,44.2,-75.6,43.95,-75.91,STP
510147,10.6 mi,2021-10-18,14:00,12743,77,43.71,-75.37,43.8,-75.5,LEWIS
510148,10.2 mi,2021-10-18,08:40,1042,533,43.95,-76.12,43.98,-75.93,STP
510149,7.3 mi,2021-10-18,11:00,12799,71,44.0,-75.99,43.95,-75.91,STP
510150,29.4 mi,2021-10-18,15:00,15860,537,44.7,-75.49,44.67,-74.99,STLMCD
510151,37.4 mi,2021-10-18,15:15,15861,533,44.35,-75.9,43.99,-75.59,STP
510152,11.6 mi,2021-10-18,10:30,1241,295,43.71,-76.11,43.83,-76.02,MCD
510153,14.5 mi,2021-10-18,15:00,15867,187,44.72,-75.32,44.6,-75.18,""
510154,10.2 mi,2021-10-18,09:30,1042,533,43.98,-75.93,43.95,-76.12,STP
510155,37.4 mi,2021-10-18,16:15,15861,533,43.99,-75.59,44.35,-75.9,STP
510156,11.6 mi,2021-10-18,11:30,1241,295,43.83,-76.02,43.71,-76.11,MCD
510157,13.1 mi,2021-10-18,09:30,5274,362,43.95,-75.91,44.0,-75.71,STP
510158,16.2 mi,2021-10-18,08:15,9337,31,43.98,-75.92,43.98,-75.62,MCD
510159,3.6 mi,2021-10-18,11:30,6462,865,43.99,-75.91,43.95,-75.91,STP
510160,3.3 mi,2021-10-18,12:30,6462,865,43.95,-75.91,43.99,-75.91,STP
510161,31.6 mi,2021-10-18,18:00,12163,790,43.32,-76.44,43.5,-76.0,""
510162,31.6 mi,2021-10-18,18:00,15240,790,43.32,-76.44,43.5,-76.0,""
510163,2.3 mi,2021-10-18,20:00,13369,820,44.31,-75.44,44.33,-75.45,""
510164,2.3 mi,2021-10-18,20:00,13370,820,44.31,-75.44,44.33,-75.45,""
510165,2.3 mi,2021-10-18,20:00,15023,820,44.31,-75.44,44.33,-75.45,""
510166,2.3 mi,2021-10-18,20:00,13368,820,44.31,-75.44,44.33,-75.45,""
510167,12.8 mi,2021-10-18,18:00,14143,804,44.59,-75.18,44.55,-74.96,""
510168,12.8 mi,2021-10-18,18:00,13920,804,44.59,-75.18,44.55,-74.96,""
510169,6.9 mi,2021-10-18,12:00,12799,71,43.95,-75.91,44.0,-75.99,STP
510170,6.1 mi,2021-10-18,16:00,12854,157,44.7,-75.49,44.64,-75.55,""
510171,1 ft,2021-10-18,11:00,15868,533,43.96,-75.94,43.96,-75.94,""
510172,1.5 mi,2021-10-18,15:00,836,826,43.95,-75.91,43.96,-75.91,STP
510173,24.7 mi,2021-10-18,16:00,836,826,43.96,-75.91,44.2,-75.6,STP
510174,10.6 mi,2021-10-18,15:00,12743,77,43.8,-75.5,43.71,-75.37,LEWIS
510175,28.3 mi,2021-10-18,09:00,4016,388,44.71,-75.46,44.8,-75.0,STLMCD
510176,15.0 mi,2021-10-18,16:15,15867,187,44.6,-75.18,44.62,-75.41,""
510177,32.6 mi,2021-10-18,16:00,12874,790,43.04,-76.1,43.32,-76.42,""
510178,0.8 mi,2021-10-18,15:15,9710,149,44.93,-74.88,44.94,-74.88,""
510179,7.5 mi,2021-10-18,18:00,14676,91,44.59,-75.18,44.5,-75.27,""
510180,2.0 mi,2021-10-18,14:30,13999,932,43.97,-75.91,43.98,-75.88,FIDLS
510181,0.2 mi,2021-10-18,18:00,12452,816,44.33,-75.47,44.34,-75.46,""
510182,30.9 mi,2021-10-18,15:00,15458,154,44.69,-75.5,44.74,-75.01,STLAW
510183,0.7 mi,2021-10-18,17:15,14956,804,44.93,-74.88,44.93,-74.88,""
510184,0.7 mi,2021-10-18,17:15,14898,804,44.93,-74.88,44.93,-74.88,""
510185,10.6 mi,2021-10-19,09:30,15217,75,44.06,-75.81,43.98,-75.92,SRVC
510186,12.8 mi,2021-10-19,17:00,14143,976,44.55,-74.96,44.59,-75.18,""
510187,21.1 mi,2021-10-19,15:00,14684,186,44.67,-74.98,44.93,-74.88,""
510188,21.1 mi,2021-10-19,15:00,14686,186,44.67,-74.98,44.93,-74.88,""
510189,2.2 mi,2021-10-19,16:30,8821,222,44.33,-75.47,44.33,-75.48,""
510190,19.5 mi,2021-10-19,09:30,15331,52,44.69,-75.5,44.6,-75.17,""
510191,65.2 mi,2021-10-19,15:30,14287,53,43.25,-76.31,43.99,-75.84,HGS
510192,64.7 mi,2021-10-19,18:30,14287,53,43.99,-75.84,43.25,-76.31,HGS
510193,59.8 mi,2021-10-19,16:00,6438,16,43.97,-75.88,44.59,-75.18,""
510194,12.1 mi,2021-10-19,15:30,13378,53,44.01,-76.04,43.99,-75.84,HGS
510195,64.7 mi,2021-10-19,18:30,13378,53,43.99,-75.84,43.25,-76.31,HGS
510196,22.3 mi,2021-10-19,18:30,5256,99,44.23,-76.08,43.96,-76.09,SRVC
510197,4.1 mi,2021-10-19,08:45,15551,397,44.02,-75.98,44.01,-76.04,HGS
510198,52.3 mi,2021-10-19,18:15,13540,613,44.92,-74.89,44.33,-75.47,""
510199,17.8 mi,2021-10-19,08:30,10253,32,44.02,-75.55,44.06,-75.81,SRVC
510200,6.6 mi,2021-10-19,09:15,2002,60,44.71,-75.05,44.67,-74.97,STLAW
510201,7.2 mi,2021-10-19,14:45,197,14,44.05,-75.93,43.96,-75.91,OTP
510202,26.6 mi,2021-10-19,15:05,14990,32,43.79,-75.49,43.98,-75.92,SRVC
510203,34.5 mi,2021-10-19,14:00,15869,134,43.59,-75.33,43.21,-75.42,OTP
510204,38.9 mi,2021-10-19,10:00,15581,820,44.33,-75.46,43.98,-75.92,""
510205,38.9 mi,2021-10-19,10:00,15582,820,44.33,-75.46,43.98,-75.92,""
510206,79.1 mi,2021-10-19,16:00,10734,191,44.63,-74.81,43.99,-75.84,HGS
510207,81.4 mi,2021-10-19,16:00,10733,191,44.69,-74.74,43.99,-75.84,HGS
510208,79.1 mi,2021-10-19,16:00,15432,191,44.63,-74.81,43.99,-75.84,HGS
510209,0.9 mi,2021-10-19,16:30,12340,157,44.94,-74.89,44.93,-74.88,""
510210,0.9 mi,2021-10-19,16:30,12339,157,44.94,-74.89,44.93,-74.88,""
510211,0.9 mi,2021-10-19,16:30,12337,157,44.94,-74.89,44.93,-74.88,""
510212,0.9 mi,2021-10-19,16:30,13952,157,44.94,-74.89,44.93,-74.88,""
510213,46.8 mi,2021-10-19,16:30,5420,91,44.41,-75.39,44.93,-74.88,""
510214,46.8 mi,2021-10-19,17:30,12480,52,44.41,-75.39,44.93,-74.88,""
510215,1.0 mi,2021-10-19,05:45,9400,127,43.85,-76.01,43.87,-76.0,SRVC
510216,31.2 mi,2021-10-19,15:00,6816,7,43.74,-75.54,43.98,-75.94,LEWIS
510217,12.8 mi,2021-10-19,17:00,13920,976,44.55,-74.96,44.59,-75.18,""
510218,7.5 mi,2021-10-19,17:00,14676,200,44.5,-75.27,44.59,-75.18,""
510219,1.9 mi,2021-10-19,09:30,13953,489,43.98,-75.94,43.98,-75.92,SRVC
510220,91.7 mi,2021-10-19,10:15,3752,262,43.78,-75.41,43.09,-76.06,LEWIS
510221,0.8 mi,2021-10-19,15:15,9793,157,44.93,-74.88,44.94,-74.88,""
510222,0.8 mi,2021-10-19,13:15,9710,157,44.94,-74.88,44.93,-74.88,""
510223,0.2 mi,2021-10-19,16:00,4174,889,44.34,-75.46,44.33,-75.47,""
510224,54.0 mi,2021-10-19,16:00,12028,37,44.94,-74.88,44.33,-75.47,""
510225,21.1 mi,2021-10-19,15:00,14685,186,44.67,-74.98,44.93,-74.88,""
510226,29.9 mi,2021-10-19,18:15,14865,154,44.93,-74.89,44.59,-75.18,""
510227,30.4 mi,2021-10-19,18:15,14866,154,44.93,-74.89,44.59,-75.18,""
510228,17.0 mi,2021-10-19,08:00,5428,154,44.86,-75.2,44.92,-74.89,FMLM
510229,16.2 mi,2021-10-19,16:45,5428,154,44.94,-74.91,44.86,-75.2,FMLM
510230,11.8 mi,2021-10-19,16:05,14091,564,44.8,-74.99,44.66,-75.03,FMLM
510231,60.4 mi,2021-10-19,17:00,13811,31,43.93,-75.33,44.6,-75.59,""
510232,27.7 mi,2021-10-19,15:15,14009,727,43.47,-76.03,43.31,-76.39,""
510233,48.2 mi,2021-10-19,14:00,14070,986,43.34,-75.66,43.32,-76.44,""
510234,13.6 mi,2021-10-19,12:30,14978,805,43.46,-76.52,43.31,-76.39,""
510235,35.8 mi,2021-10-19,15:05,12165,994,43.44,-76.05,43.04,-76.1,""
510236,1.4 mi,2021-10-19,10:00,12988,788,43.45,-76.52,43.44,-76.51,""
510237,6.8 mi,2021-10-19,13:15,14033,718,43.39,-76.44,43.32,-76.44,""
510238,10.1 mi,2021-10-19,09:30,12978,723,43.45,-76.41,43.32,-76.42,""
510239,13.2 mi,2021-10-19,15:15,15253,723,43.46,-76.5,43.31,-76.39,""
510240,35.8 mi,2021-10-19,11:00,13462,718,43.58,-75.97,43.41,-76.53,""
510241,12.0 mi,2021-10-19,09:30,13017,723,43.47,-76.5,43.32,-76.42,""
510242,10.1 mi,2021-10-19,09:30,12979,723,43.45,-76.41,43.32,-76.42,""
510243,1.7 mi,2021-10-19,10:00,11817,887,43.32,-76.42,43.31,-76.39,""
510244,13.6 mi,2021-10-19,12:30,14979,805,43.46,-76.52,43.31,-76.39,""
510245,31.1 mi,2021-10-19,13:30,12315,23,43.51,-76.0,43.32,-76.44,""
510246,48.2 mi,2021-10-19,14:00,14069,986,43.34,-75.66,43.32,-76.44,""
510247,10.5 mi,2021-10-19,16:00,12384,811,43.49,-76.22,43.55,-76.1,""
510248,28.0 mi,2021-10-19,14:20,14008,727,43.44,-76.05,43.31,-76.39,""
510249,37.3 mi,2021-10-19,09:30,13635,75,43.88,-75.35,43.98,-75.92,SRVC
510250,12.5 mi,2021-10-19,11:00,14846,887,43.47,-76.47,43.32,-76.42,""
510251,12.5 mi,2021-10-19,11:00,14847,887,43.47,-76.47,43.32,-76.42,""
510252,30.0 mi,2021-10-19,09:45,13651,154,44.94,-74.89,44.6,-75.17,""
510253,34.0 mi,2021-10-19,09:00,13921,157,44.52,-74.91,44.7,-75.49,""
510254,33.6 mi,2021-10-19,18:00,13921,804,44.69,-75.49,44.52,-74.91,""
510255,9.9 mi,2021-10-19,13:45,7758,613,44.67,-74.99,44.59,-74.88,""
510256,101 mi,2021-10-19,12:30,847,281,44.26,-75.54,43.06,-76.15,STLAW
510257,20.2 mi,2021-10-19,05:30,5713,385,44.46,-75.23,44.67,-74.99,FMLM
510258,16.8 mi,2021-10-19,09:15,205,397,44.14,-76.06,43.95,-75.91,STP
510259,19.6 mi,2021-10-19,10:00,15407,135,44.08,-76.2,43.95,-75.91,STP
510260,12.8 mi,2021-10-19,09:00,15490,728,44.02,-75.72,43.98,-75.92,OTP
510261,23.9 mi,2021-10-19,06:00,62,16,44.23,-76.09,43.95,-75.92,FIDLS
510262,259 mi,2021-10-19,06:15,7235,52,42.15,-73.8,44.69,-75.5,STLAW
510263,30.8 mi,2021-10-19,06:30,6528,157,44.65,-75.0,44.69,-75.5,STLAW
510264,55.0 mi,2021-10-19,11:15,12284,937,44.2,-75.06,43.95,-75.91,STLAW
510265,11.8 mi,2021-10-19,08:35,6316,235,44.8,-75.0,44.86,-75.2,FMLM
