id,loaded_distance,appt_date,appt_time,client_id,driver_id,origin_lat,origin_lng,destination_lat,destination_lng,program_name
516238,52.6 mi,2021-10-29,08:00,8102,96,43.73,-75.47,43.08,-75.27,LMCD
516239,27.9 mi,2021-10-29,14:30,894,54,44.31,-75.45,44.6,-75.15,STLMCD
516240,56.4 mi,2021-10-29,10:30,15963,154,44.67,-74.42,44.7,-73.54,STLMCD
516241,8.0 mi,2021-10-29,09:30,8738,99,44.01,-76.05,43.98,-75.92,MCD
516242,32.6 mi,2021-10-29,10:00,630,379,43.44,-75.58,43.79,-75.5,LMCD
516243,15.7 mi,2021-10-29,10:00,9127,224,44.75,-74.99,44.59,-75.18,STLMCD
516244,72.6 mi,2021-10-29,15:15,15964,25,43.98,-75.9,43.04,-76.17,MCD
516245,22.4 mi,2021-10-29,10:50,14927,135,44.24,-76.09,43.97,-75.91,MCD
516246,11.8 mi,2021-10-29,08:45,100,407,44.03,-75.72,43.98,-75.92,MCD
516247,37.0 mi,2021-10-29,10:30,15942,91,44.33,-75.47,43.96,-75.91,STLMCD
516248,4.9 mi,2021-10-29,08:00,6498,267,43.96,-75.91,43.99,-75.84,MCD
516249,1.9 mi,2021-10-29,09:00,6498,267,43.98,-75.93,43.96,-75.91,MCD
516250,25.4 mi,2021-10-29,14:00,732,177,44.89,-75.02,44.6,-75.15,STLMCD
516251,65.6 mi,2021-10-29,08:15,3814,870,43.98,-75.9,43.12,-76.14,MCD
516252,81.3 mi,2021-10-29,12:00,143,883,43.89,-75.78,43.04,-76.28,LMCD
516253,29.0 mi,2021-10-29,10:30,9591,63,44.09,-76.36,43.95,-75.91,MCD
516254,33.2 mi,2021-10-29,13:30,15965,293,42.59,-78.94,42.91,-78.9,EMCD
516255,35.5 mi,2021-10-29,15:30,15021,665,42.64,-78.54,43.0,-78.79,EMCD
516256,18.1 mi,2021-10-29,15:00,15836,379,43.58,-75.33,43.79,-75.5,LMCD
516257,28.7 mi,2021-10-29,10:00,85,65,43.79,-75.49,43.98,-75.94,LMCD
516258,1.8 mi,2021-10-29,13:45,7249,224,44.66,-74.97,44.68,-74.98,STLMCD
516259,6.3 mi,2021-10-29,16:00,15236,262,43.8,-75.44,43.8,-75.5,LMCD
516260,20.3 mi,2021-10-29,09:15,552,246,44.45,-75.69,44.69,-75.5,STLMCD
516261,18.5 mi,2021-10-29,08:40,4209,186,44.7,-75.49,44.59,-75.18,STLMCD
516262,22.7 mi,2021-10-29,13:15,15568,344,44.24,-76.09,43.97,-75.91,MCD
516263,21.0 mi,2021-10-29,07:30,12046,494,43.02,-71.76,42.98,-71.45,ONE
516264,15.5 mi,2021-10-29,10:30,142,362,43.98,-75.61,43.79,-75.49,MCD
516265,20.0 mi,2021-10-29,08:00,14145,495,42.96,-72.47,42.85,-72.35,CTS
516266,23.5 mi,2021-10-29,13:00,1138,487,44.23,-76.08,43.95,-75.91,MCD
516267,22.4 mi,2021-10-29,15:00,13764,487,44.24,-76.09,43.98,-75.91,MCD
516268,29.9 mi,2021-10-29,09:00,14900,494,43.36,-72.35,43.66,-72.24,CTS
516269,53.0 mi,2021-10-29,08:15,2340,7,43.72,-75.4,43.07,-75.29,LMCD
516270,21.5 mi,2021-10-29,08:45,12046,494,42.98,-71.45,43.02,-71.76,ONE
516271,35.4 mi,2021-10-29,12:00,8654,303,42.76,-71.47,43.2,-71.56,ONE
516272,42.3 mi,2021-10-29,08:00,90,77,43.61,-75.36,43.98,-75.92,LMCD
516273,12.1 mi,2021-10-29,08:00,126,999,43.92,-76.12,43.98,-75.92,MCD
516274,35.7 mi,2021-10-29,13:30,8654,303,43.2,-71.56,42.76,-71.47,ONE
516275,31.3 mi,2021-10-29,10:00,4479,222,44.32,-75.48,44.34,-75.92,STLMCD
516276,9.9 mi,2021-10-29,07:00,15966,215,43.25,-71.4,43.19,-71.52,ONE
516277,28.2 mi,2021-10-29,10:30,15949,977,43.78,-75.48,43.98,-75.92,LMCD
516278,8.7 mi,2021-10-29,12:00,15966,215,43.2,-71.54,43.25,-71.4,ONE
516279,10.9 mi,2021-10-29,11:00,12820,149,44.83,-74.98,44.68,-74.98,STLMCD
516280,1.5 mi,2021-10-29,07:20,15966,215,43.19,-71.52,43.2,-71.54,ONE
516281,58.2 mi,2021-10-29,11:15,15967,232,44.67,-74.99,44.35,-74.14,STLMCD
516282,24.0 mi,2021-10-29,13:50,14900,495,43.66,-72.24,43.36,-72.35,CTS
516283,20.0 mi,2021-10-29,08:30,14145,495,42.85,-72.35,42.96,-72.47,CTS
516284,12.7 mi,2021-10-29,09:00,15599,883,43.89,-75.67,43.79,-75.49,LMCD
516285,1.6 mi,2021-10-29,13:00,9727,683,37.73,-120.96,37.73,-120.94,VOGO
516286,26.8 mi,2021-10-29,11:45,2641,489,43.78,-75.48,43.95,-75.91,LMCD
516287,5.2 mi,2021-10-29,14:00,9727,683,37.73,-120.94,37.68,-120.96,VOGO
516288,15.1 mi,2021-10-29,14:00,13014,236,44.77,-74.72,44.92,-74.89,STLMCD
516289,1.7 mi,2021-10-29,10:00,1976,466,43.79,-75.5,43.77,-75.48,TLS
516290,1 ft,2021-10-29,15:00,9727,683,37.68,-120.96,37.68,-120.96,VOGO
516291,51.1 mi,2021-10-29,10:45,15901,937,44.28,-75.11,43.97,-75.88,STLAW
516292,1.9 mi,2021-10-29,13:15,9651,868,37.74,-120.94,37.73,-120.96,VOGO
516293,0.7 mi,2021-10-29,10:15,2684,379,43.78,-75.48,43.79,-75.49,FIDLS
516294,1.9 mi,2021-10-29,17:45,9651,611,37.73,-120.96,37.74,-120.94,VOGO
516295,21.0 mi,2021-10-29,13:30,7407,186,44.94,-74.9,44.68,-74.98,STLMCD
516296,5.3 mi,2021-10-29,14:15,12848,868,37.72,-120.94,37.69,-120.99,VOGO
516297,30.3 mi,2021-10-29,18:50,15309,187,44.72,-75.45,44.69,-74.99,FMLM
516298,5.3 mi,2021-10-29,17:30,12848,868,37.69,-120.99,37.72,-120.94,VOGO
516299,7.4 mi,2021-10-29,15:48,15283,475,44.59,-75.18,44.67,-75.18,FMLM
516300,29.2 mi,2021-10-29,12:00,14454,159,44.15,-75.31,43.81,-75.49,LEWIS
516301,86.9 mi,2021-10-29,06:00,99,75,43.06,-76.1,43.98,-75.61,MCD
516302,58.7 mi,2021-10-29,07:00,7686,16,43.45,-76.51,43.98,-75.91,MCD
516303,18.3 mi,2021-10-29,09:15,12730,926,44.19,-75.97,43.96,-75.91,MCD
516304,5.4 mi,2021-10-29,12:30,14566,177,44.95,-74.81,44.94,-74.91,STLMCD
516305,27.3 mi,2021-10-29,06:45,129,119,43.98,-75.92,44.24,-75.61,MCD
516306,68.6 mi,2021-10-29,07:45,9448,350,43.09,-76.19,43.98,-75.91,MCD70
516307,72.2 mi,2021-10-29,13:45,801,295,43.06,-76.1,43.98,-75.92,FMCD
516308,89.0 mi,2021-10-29,08:30,186,25,43.06,-76.1,44.03,-75.72,MCD
516309,28.5 mi,2021-10-29,09:00,3126,487,43.98,-75.92,44.32,-75.96,MCD
516310,16.2 mi,2021-10-29,08:15,9337,31,43.98,-75.92,43.98,-75.62,MCD
516311,85.3 mi,2021-10-29,08:45,101,580,43.09,-76.19,44.18,-76.09,MCD
516312,17.4 mi,2021-10-29,15:45,7605,407,43.95,-75.91,44.01,-75.65,STP
516313,15.8 mi,2021-10-29,09:15,100,407,43.98,-75.92,44.03,-75.72,MCD
516314,19.6 mi,2021-10-29,13:45,15598,164,43.8,-75.5,44.01,-75.53,LEWIS
516315,13.4 mi,2021-10-29,11:30,7849,580,44.21,-75.8,44.04,-75.84,STP
516316,137 mi,2021-10-29,11:45,2521,865,43.19,-77.59,44.02,-75.78,STP
516317,19.7 mi,2021-10-29,15:00,3148,99,43.79,-76.11,43.98,-75.92,SRVC
516318,85.1 mi,2021-10-29,11:00,13726,934,43.04,-76.14,43.98,-75.61,STP
516319,12.8 mi,2021-10-29,18:00,14143,192,44.59,-75.18,44.55,-74.96,""
516320,56.4 mi,2021-10-29,11:15,15963,154,44.7,-73.54,44.67,-74.42,STLMCD
516321,12.8 mi,2021-10-29,18:00,13920,192,44.59,-75.18,44.55,-74.96,""
516322,54.6 mi,2021-10-29,16:00,12540,149,44.8,-74.99,44.16,-75.04,""
516323,72.2 mi,2021-10-29,16:15,15964,25,43.04,-76.17,43.98,-75.9,MCD
516324,56.8 mi,2021-10-29,13:45,15962,870,43.04,-76.17,43.81,-76.03,MCD
516325,15.5 mi,2021-10-29,11:30,142,362,43.79,-75.49,43.98,-75.61,MCD
516326,15.4 mi,2021-10-29,12:30,4650,31,43.98,-75.92,44.02,-75.66,MCD
516327,65.8 mi,2021-10-29,08:45,3814,870,43.12,-76.14,43.98,-75.9,MCD
516328,0.7 mi,2021-10-29,17:15,14956,157,44.93,-74.88,44.93,-74.88,""
516329,0.7 mi,2021-10-29,17:15,14898,157,44.93,-74.88,44.93,-74.88,""
516330,13.3 mi,2021-10-29,14:45,687,302,43.97,-75.88,43.98,-75.63,MCD
516331,16.2 mi,2021-10-29,15:00,2758,362,43.95,-75.91,43.97,-75.61,MCD
516332,108 mi,2021-10-29,14:30,13502,492,43.06,-76.15,44.29,-75.4,STLAW
516333,1.2 mi,2021-10-29,14:30,7653,934,43.99,-75.59,43.98,-75.61,STP
516334,12.9 mi,2021-10-29,16:30,56,934,43.98,-75.91,44.04,-75.69,MCD
516335,16.3 mi,2021-10-29,10:00,7104,127,43.98,-75.92,43.81,-76.04,MCD
516336,16.3 mi,2021-10-29,11:30,6293,127,43.98,-75.92,43.81,-76.04,MCD
516337,9.3 mi,2021-10-29,07:30,14239,776,43.87,-76.01,43.97,-75.94,STP
516338,16.9 mi,2021-10-29,11:30,13206,255,44.16,-75.81,43.98,-75.94,STP
516339,9.1 mi,2021-10-29,13:30,13274,196,44.68,-74.98,44.61,-75.13,STLAW
516340,42.5 mi,2021-10-29,18:30,12580,23,43.33,-76.4,43.76,-76.08,""
516341,10.9 mi,2021-10-29,11:30,15701,805,43.23,-76.3,43.32,-76.44,""
516342,42.5 mi,2021-10-29,18:30,12581,23,43.33,-76.4,43.76,-76.08,""
516343,10.9 mi,2021-10-29,11:30,15700,805,43.23,-76.3,43.32,-76.44,""
516344,42.5 mi,2021-10-29,18:30,12582,23,43.33,-76.4,43.76,-76.08,""
516345,7.4 mi,2021-10-29,13:30,14839,887,43.31,-76.39,43.23,-76.3,""
516346,5.9 mi,2021-10-29,11:30,12978,788,43.47,-76.5,43.45,-76.41,""
516347,5.9 mi,2021-10-29,11:30,13386,788,43.47,-76.5,43.45,-76.41,""
516348,5.9 mi,2021-10-29,11:30,12979,788,43.47,-76.5,43.45,-76.41,""
516349,23.6 mi,2021-10-29,11:30,1190,54,44.33,-75.47,44.59,-75.18,STLMCD
516350,45.3 mi,2021-10-29,17:15,12153,986,43.31,-76.39,43.76,-76.08,""
516351,63.7 mi,2021-10-29,17:15,12152,986,43.31,-76.39,43.97,-75.88,""
516352,24.6 mi,2021-10-29,07:00,7988,876,43.98,-75.92,43.89,-75.51,LMCD
516353,30.5 mi,2021-10-29,08:15,4165,65,43.98,-75.92,43.89,-75.39,LMCD
516354,30.5 mi,2021-10-29,08:30,4998,65,43.98,-75.92,43.89,-75.39,LMCD
516355,20.4 mi,2021-10-29,10:15,552,246,44.69,-75.5,44.45,-75.69,STLMCD
516356,0.6 mi,2021-10-29,15:15,13384,108,44.69,-75.5,44.69,-75.5,STLMCD
516357,29.2 mi,2021-10-29,13:00,294,235,44.68,-74.98,44.7,-75.48,STLMCD
516358,10.9 mi,2021-10-29,11:30,12820,149,44.68,-74.98,44.83,-74.98,STLMCD
516359,35.5 mi,2021-10-29,08:15,97,161,43.98,-75.92,43.71,-75.4,LMCD
516360,11.1 mi,2021-10-29,10:00,14893,805,43.32,-76.44,43.23,-76.29,""
516361,10.9 mi,2021-10-29,12:30,15701,805,43.32,-76.44,43.23,-76.3,""
516362,10.9 mi,2021-10-29,12:30,15700,805,43.32,-76.44,43.23,-76.3,""
516363,51.8 mi,2021-10-29,09:00,8102,96,43.08,-75.27,43.73,-75.47,LMCD
516364,28.2 mi,2021-10-29,13:30,14568,23,43.32,-76.42,43.07,-76.11,""
516365,52.4 mi,2021-10-29,11:00,2340,7,43.07,-75.29,43.72,-75.4,LMCD
516366,7.1 mi,2021-10-29,08:45,14503,876,43.77,-75.48,43.75,-75.37,TLS
516367,39.3 mi,2021-10-29,10:15,7696,876,43.98,-75.92,43.74,-75.34,LMCD
516368,12.7 mi,2021-10-29,10:00,15599,883,43.79,-75.49,43.89,-75.67,LMCD
516369,0.5 mi,2021-10-29,13:00,382,466,43.8,-75.5,43.79,-75.49,LEWIS
516370,30.6 mi,2021-10-29,10:00,15909,119,43.98,-75.92,44.29,-75.62,MCD
516371,10.4 mi,2021-10-29,13:30,14029,723,43.31,-76.39,43.32,-76.58,""
516372,25.6 mi,2021-10-29,10:30,8429,13,43.8,-75.5,43.48,-75.32,LOTP
516373,14.2 mi,2021-10-29,15:00,15730,718,43.32,-76.44,43.41,-76.59,""
516374,26.2 mi,2021-10-29,11:00,8124,493,43.95,-75.91,43.76,-75.52,LEWIS
516375,28.6 mi,2021-10-29,11:00,85,65,43.98,-75.94,43.79,-75.49,LMCD
516376,32.6 mi,2021-10-29,11:00,630,379,43.79,-75.5,43.44,-75.58,LMCD
516377,5.0 mi,2021-10-29,14:30,7664,161,43.8,-75.5,43.75,-75.43,LMCD
516378,18.5 mi,2021-10-29,15:00,1159,198,44.7,-75.49,44.6,-75.17,STLMCD
516379,17.6 mi,2021-10-29,09:30,814,31,43.98,-75.6,43.95,-75.91,MCD
516380,17.1 mi,2021-10-29,10:30,814,31,43.96,-75.91,43.98,-75.6,MCD
516381,88.9 mi,2021-10-29,16:15,1726,977,43.04,-76.02,43.79,-75.5,LMCD
516382,0.7 mi,2021-10-29,10:30,2684,379,43.79,-75.49,43.78,-75.48,FIDLS
516383,28.4 mi,2021-10-29,09:30,15451,133,43.98,-75.92,44.33,-75.92,MCD
516384,45.9 mi,2021-10-29,11:15,15661,185,43.98,-75.92,43.87,-75.18,LMCD
516385,28.3 mi,2021-10-29,11:00,15949,977,43.98,-75.92,43.78,-75.48,LMCD
516386,15.1 mi,2021-10-29,15:00,13014,236,44.92,-74.89,44.77,-74.72,STLMCD
516387,1.3 mi,2021-10-29,09:45,814,31,43.95,-75.91,43.96,-75.91,MCD
516388,26.1 mi,2021-10-29,17:15,12094,727,43.31,-76.39,43.47,-76.08,""
516389,16.8 mi,2021-10-29,11:00,7286,16,43.98,-75.92,44.14,-75.73,MCD
516390,19.2 mi,2021-10-29,15:30,322,475,44.59,-75.18,44.85,-75.08,STLMCD
516391,28.7 mi,2021-10-29,11:30,9591,63,43.95,-75.91,44.09,-76.36,MCD
516392,26.1 mi,2021-10-29,12:00,4152,53,43.97,-75.91,44.13,-76.33,PWD
516393,12.6 mi,2021-10-29,10:30,5274,71,43.96,-75.91,44.0,-75.71,STP
516394,29.9 mi,2021-10-29,16:15,3797,200,44.7,-75.49,44.89,-75.02,STLMCD
516395,5.9 mi,2021-10-29,16:30,676,267,44.16,-75.7,44.11,-75.78,CHJC
516396,22.1 mi,2021-10-29,16:00,13764,487,43.98,-75.91,44.24,-76.09,MCD
516397,1.7 mi,2021-10-29,11:30,1976,466,43.77,-75.48,43.79,-75.5,TLS
516398,19.7 mi,2021-10-29,16:15,381,161,43.8,-75.5,43.88,-75.18,LEWIS
516399,2.5 mi,2021-10-29,19:00,5084,161,43.8,-75.5,43.79,-75.47,LEWIS
516400,78.7 mi,2021-10-29,13:00,143,883,43.04,-76.28,43.89,-75.78,LMCD
516401,29.2 mi,2021-10-29,12:15,14454,159,43.81,-75.49,44.15,-75.31,LEWIS
516402,4.0 mi,2021-10-29,08:30,114,59,43.98,-75.92,44.0,-75.98,MCD
516403,7.7 mi,2021-10-29,07:00,3915,345,43.98,-75.92,44.01,-76.05,MCD
516404,11.6 mi,2021-10-29,11:00,15136,580,43.98,-75.92,44.12,-75.97,MCD
516405,8.1 mi,2021-10-29,09:15,7766,34,43.98,-75.92,44.01,-76.05,MCD
516406,7.9 mi,2021-10-29,11:00,6278,345,43.98,-75.92,44.01,-76.05,MCD
516407,16.6 mi,2021-10-29,12:30,13206,255,43.98,-75.94,44.16,-75.81,STP
516408,58.9 mi,2021-10-29,18:50,12594,14,43.95,-75.91,43.25,-76.31,OTP
516409,22.4 mi,2021-10-29,14:15,15568,344,43.97,-75.91,44.24,-76.09,MCD
516410,13.1 mi,2021-10-29,15:00,1242,345,43.98,-75.95,44.07,-76.14,PWD
516411,16.6 mi,2021-10-29,12:00,13116,59,43.97,-75.61,43.99,-75.91,MCD
516412,1.1 mi,2021-10-29,10:00,13390,59,43.98,-75.92,43.97,-75.9,MCD
516413,2.0 mi,2021-10-29,14:30,13999,59,43.97,-75.91,43.98,-75.88,FIDLS
516414,24.9 mi,2021-10-29,12:15,15693,135,43.95,-75.91,44.07,-75.5,MCD
516415,16.0 mi,2021-10-29,11:00,7878,135,43.98,-75.92,43.98,-75.62,MCD
516416,22.3 mi,2021-10-29,15:00,14927,135,43.97,-75.91,44.24,-76.09,MCD
516417,5.2 mi,2021-10-29,10:30,959,397,43.95,-75.91,44.01,-75.88,STP
516418,64.3 mi,2021-10-29,11:00,2763,90,44.93,-74.89,44.35,-74.14,STLMCD
516419,5.6 mi,2021-10-29,13:00,13761,71,43.99,-75.85,43.95,-75.91,MCD
516420,19.2 mi,2021-10-29,13:00,14705,150,44.71,-75.46,44.6,-75.15,STLMCD
516421,14.9 mi,2021-10-29,12:00,15801,157,44.86,-74.29,44.82,-74.56,""
516422,4.9 mi,2021-10-29,09:00,5274,71,43.99,-75.84,43.96,-75.91,STP
516423,23.2 mi,2021-10-29,14:30,1138,487,43.95,-75.91,44.23,-76.08,MCD
516424,22.7 mi,2021-10-29,11:00,10171,671,43.96,-75.91,44.24,-76.08,MCD
516425,11.4 mi,2021-10-29,09:45,9446,671,43.98,-75.92,44.03,-75.73,MCD
516426,3.0 mi,2021-10-29,10:45,11436,671,43.98,-75.92,43.95,-75.92,MCD
516427,16.5 mi,2021-10-29,20:00,13305,14,43.95,-75.91,43.97,-75.62,STP
516428,73.1 mi,2021-10-29,12:00,3296,999,43.04,-76.14,43.98,-75.91,MCD
516429,14.6 mi,2021-10-29,10:15,651,776,43.99,-75.94,43.81,-76.03,MCD
516430,5.6 mi,2021-10-29,14:00,13761,71,43.95,-75.91,43.99,-75.85,MCD
516431,21.2 mi,2021-10-29,11:00,3148,133,43.97,-75.88,43.79,-76.11,SRVC
516432,26.2 mi,2021-10-29,17:40,14258,16,44.6,-75.15,44.33,-75.47,""
516433,12.5 mi,2021-10-29,17:40,12113,397,44.6,-75.15,44.5,-74.97,""
516434,16.8 mi,2021-10-29,07:45,10494,768,42.8,-78.8,42.61,-78.81,EMCD
516435,23.0 mi,2021-10-29,10:15,14588,164,43.97,-75.91,44.07,-75.5,STP
516436,15.3 mi,2021-10-29,11:15,5256,99,43.99,-75.94,43.99,-76.2,SRVC
516437,4.1 mi,2021-10-29,12:15,15551,397,44.01,-76.04,44.02,-75.98,HGS
516438,14.8 mi,2021-10-29,15:00,15824,163,43.89,-75.68,43.97,-75.91,SRVC
516439,8.0 mi,2021-10-29,12:00,8738,345,43.98,-75.92,44.01,-76.05,MCD
516440,1.6 mi,2021-10-29,11:00,14916,163,43.98,-75.92,43.98,-75.9,MCD
516441,8.5 mi,2021-10-29,10:45,13497,65,43.98,-75.92,43.92,-75.81,MCD
516442,20.6 mi,2021-10-29,17:00,7815,99,43.98,-75.92,43.79,-76.11,SRVC
516443,20.6 mi,2021-10-29,17:00,3148,99,43.98,-75.92,43.79,-76.11,SRVC
516444,42.4 mi,2021-10-29,08:30,90,77,43.98,-75.92,43.61,-75.36,LMCD
516445,23.9 mi,2021-10-29,15:00,4768,262,43.95,-75.92,43.89,-75.52,LMCD
516446,28.2 mi,2021-10-29,14:00,89,77,43.79,-75.49,43.47,-75.52,LMCD
516447,7.9 mi,2021-10-29,11:40,14503,65,43.8,-75.5,43.75,-75.37,TLS
516448,1.3 mi,2021-10-29,13:30,14931,466,43.8,-75.5,43.79,-75.48,LEWIS
516449,29.1 mi,2021-10-29,12:00,15457,32,43.97,-75.88,43.91,-75.37,LSVC
516450,66.1 mi,2021-10-29,14:15,4632,96,43.09,-75.28,43.9,-75.56,LMCD
516451,36.4 mi,2021-10-29,15:30,7751,7,43.09,-75.26,43.45,-75.51,LEWIS
516452,26.4 mi,2021-10-29,15:15,3673,876,43.95,-75.91,43.78,-75.49,TLS
516453,5.4 mi,2021-10-29,08:30,6498,267,43.99,-75.84,43.98,-75.93,MCD
516454,5.9 mi,2021-10-29,15:00,6816,466,43.8,-75.5,43.74,-75.54,LEWIS
516455,6.8 mi,2021-10-29,14:45,13192,466,43.8,-75.5,43.73,-75.41,LEWIS
516456,6.3 mi,2021-10-29,17:00,15236,262,43.8,-75.5,43.8,-75.44,LMCD
516457,16.8 mi,2021-10-29,10:30,12716,267,43.95,-75.91,44.13,-75.74,STP
516458,35.4 mi,2021-10-29,17:00,15021,665,43.0,-78.79,42.64,-78.54,EMCD
516459,1.4 mi,2021-10-29,09:45,15046,59,43.98,-75.92,43.97,-75.91,MCD
516460,25.4 mi,2021-10-29,15:00,15965,293,42.91,-78.9,42.59,-78.94,EMCD
516461,13.8 mi,2021-10-29,16:00,11488,31,43.8,-75.5,43.97,-75.63,STP
516462,22.7 mi,2021-10-29,20:15,4842,31,43.95,-75.91,43.92,-75.53,LMCD
516463,15.7 mi,2021-10-29,08:00,13482,362,43.97,-75.63,43.98,-75.92,MCD
516464,13.4 mi,2021-10-29,13:30,7849,580,44.04,-75.84,44.21,-75.8,STP
516465,11.7 mi,2021-10-29,10:00,15533,180,44.6,-75.17,44.68,-74.98,STLAW
516466,15.7 mi,2021-10-29,08:30,13482,362,43.98,-75.92,43.97,-75.63,MCD
516467,28.4 mi,2021-10-29,15:15,14009,805,43.31,-76.39,43.47,-76.03,""
516468,13.1 mi,2021-10-29,09:15,15490,489,43.98,-75.92,44.02,-75.72,OTP
516469,10.0 mi,2021-10-29,15:15,15813,994,43.31,-76.39,43.2,-76.28,""
516470,5.9 mi,2021-10-29,14:45,12285,788,43.31,-76.42,43.32,-76.5,""
516471,9.9 mi,2021-10-29,18:45,385,77,43.8,-75.5,43.72,-75.37,LMCD
516472,13.8 mi,2021-10-29,08:15,126,999,43.98,-75.92,43.92,-76.12,MCD
516473,10.2 mi,2021-10-29,08:00,14239,127,43.97,-75.94,43.87,-76.01,STP
516474,21.6 mi,2021-10-29,10:00,9668,570,42.33,-75.32,42.46,-75.05,""
516475,21.0 mi,2021-10-29,11:00,9668,570,42.46,-75.05,42.33,-75.32,""
516476,7.4 mi,2021-10-29,13:30,13966,887,43.31,-76.39,43.23,-76.3,""
516477,29.3 mi,2021-10-29,10:40,9930,576,42.23,-75.52,42.08,-75.92,""
516478,42.6 mi,2021-10-29,10:30,8918,871,42.53,-75.51,43.08,-75.66,""
516479,42.7 mi,2021-10-29,12:00,8918,871,43.08,-75.66,42.53,-75.51,""
516480,23.6 mi,2021-10-29,12:30,1190,54,44.59,-75.18,44.33,-75.47,STLMCD
516481,2.1 mi,2021-10-29,17:30,14095,16,44.6,-75.15,44.59,-75.17,""
516482,31.3 mi,2021-10-29,11:00,4479,222,44.34,-75.92,44.32,-75.48,STLMCD
516483,35.4 mi,2021-10-29,15:00,4484,222,44.68,-74.98,44.34,-75.46,STLMCD
516484,1.6 mi,2021-10-29,14:40,15854,222,44.67,-74.99,44.68,-74.99,FMLM
516485,31.3 mi,2021-10-29,19:30,847,281,43.95,-75.91,44.26,-75.54,STLAW
516486,30.3 mi,2021-10-29,23:00,15309,281,44.69,-74.99,44.72,-75.45,FMLM
516487,16.5 mi,2021-10-29,10:00,9627,820,44.59,-75.18,44.52,-74.91,""
516488,34.2 mi,2021-10-29,10:15,12797,177,44.71,-75.46,44.93,-74.88,STLMCD
516489,5.4 mi,2021-10-29,13:30,14566,149,44.94,-74.91,44.95,-74.81,STLMCD
516490,25.4 mi,2021-10-29,14:30,732,177,44.6,-75.15,44.89,-75.02,STLMCD
516491,7.6 mi,2021-10-29,12:30,4124,826,44.34,-75.48,44.42,-75.39,STLAW
516492,38.2 mi,2021-10-29,14:45,1987,826,44.61,-75.13,44.21,-75.61,MCD
516493,29.4 mi,2021-10-29,09:30,528,150,44.68,-74.98,44.55,-75.42,STLMCD
516494,19.2 mi,2021-10-29,14:00,14705,150,44.6,-75.15,44.71,-75.46,STLMCD
516495,7.5 mi,2021-10-29,18:00,14676,150,44.59,-75.18,44.5,-75.27,""
516496,50.4 mi,2021-10-29,11:45,15901,937,43.97,-75.88,44.28,-75.11,STLAW
516497,30.4 mi,2021-10-29,14:30,15150,190,44.86,-74.29,44.95,-74.79,STLMCD
516498,2.0 mi,2021-10-29,18:10,1867,90,44.67,-74.99,44.65,-74.97,FMLM
516499,16.5 mi,2021-10-29,10:30,9127,224,44.59,-75.18,44.75,-74.99,STLMCD
516500,6.3 mi,2021-10-29,14:10,8335,224,44.67,-74.97,44.75,-74.99,STLAW
516501,1.8 mi,2021-10-29,15:00,7249,187,44.68,-74.98,44.66,-74.97,STLMCD
516502,133 mi,2021-10-29,12:00,2094,129,44.45,-73.16,44.94,-74.79,STLMCD
516503,50.6 mi,2021-10-29,10:45,753,52,43.98,-75.92,44.61,-75.59,STLMCD
516504,18.7 mi,2021-10-29,17:15,2829,52,44.6,-75.15,44.7,-75.47,FMLM
516505,10.5 mi,2021-10-29,09:45,8256,179,44.92,-74.89,44.8,-74.98,SOTP
516506,31.8 mi,2021-10-29,14:45,15222,179,44.69,-75.5,44.75,-74.99,STLAW
516507,12.9 mi,2021-10-29,09:00,4184,179,44.97,-74.65,44.94,-74.88,STLMCD
516508,58.3 mi,2021-10-29,11:00,13824,187,43.98,-75.92,44.7,-75.49,STLMCD
516509,29.6 mi,2021-10-29,16:30,1945,187,44.68,-74.98,44.69,-75.49,STLMCD
516510,9.0 mi,2021-10-29,13:30,3677,196,44.61,-75.13,44.67,-74.98,STLAW
516511,9.1 mi,2021-10-29,14:30,13274,196,44.61,-75.13,44.68,-74.98,STLAW
516512,12.5 mi,2021-10-29,09:15,13403,203,44.61,-75.13,44.47,-75.23,STLMCD
516513,34.9 mi,2021-10-29,14:15,13679,782,44.69,-75.5,44.34,-75.91,STP
516514,3.8 mi,2021-10-29,12:10,6486,385,43.97,-75.94,43.95,-75.91,STLAW
516515,8.5 mi,2021-10-29,12:00,50,60,44.92,-74.89,44.83,-74.98,STLMCD
516516,14.4 mi,2021-10-29,10:45,9598,196,44.6,-75.17,44.74,-75.0,""
516517,27.5 mi,2021-10-29,15:00,13900,60,44.6,-75.15,44.86,-74.86,STLMCD
516518,354 mi,2021-10-29,11:00,14760,388,44.69,-75.5,41.14,-74.0,STLAW
516519,161 mi,2021-10-29,15:45,2881,191,43.09,-76.06,44.93,-74.89,STLMCD
516520,57.7 mi,2021-10-29,07:30,13964,554,43.98,-75.92,44.69,-75.49,STLMCD
516521,5.7 mi,2021-10-29,10:45,14833,820,44.6,-75.17,44.54,-75.23,""
516522,1.3 mi,2021-10-29,14:00,15887,804,44.67,-74.98,44.68,-74.99,""
516523,11.7 mi,2021-10-29,14:10,1171,91,44.6,-75.16,44.75,-75.13,FMLM
516524,11.6 mi,2021-10-29,11:00,15533,180,44.68,-74.98,44.6,-75.17,STLAW
516525,29.9 mi,2021-10-29,15:15,13441,470,44.61,-75.13,44.93,-74.89,STLMCD
516526,32.4 mi,2021-10-29,09:45,15946,976,44.69,-75.5,44.37,-75.13,FIDLS
